0.0 -1.860905 -4.065932 -9.292907 -3.581147 -3.093119 -27.966812 -32.147129 -44.921228 -47.966678 -17.665296 -15.627824 -6.430069 -36.110683 -21.062133 -32.094139 -46.606077 -65.052637 -64.292309 -42.983042 -22.071383 -11.618721 -35.921273 -51.255598 -19.754122
-1.860905 0.0 -1.839197 -8.387161 -8.611762 -4.909308 -15.437656 -19.376032 -28.647165 -31.421484 -9.245237 -6.720715 -1.980466 -22.467109 -10.440407 -22.387803 -38.132081 -52.073786 -49.381646 -31.871596 -16.521121 -6.79456 -24.392612 -36.22775 -10.369427
-4.065932 -1.839197 0.0 -2.560959 -7.096551 -2.363255 -17.266024 -25.108532 -31.389606 -27.589805 -5.415231 -8.475109 -6.370385 -17.875617 -10.447948 -13.314141 -23.991969 -36.746011 -36.043006 -20.618218 -7.651995 -1.946874 -15.995797 -27.064811 -15.956822
-9.292907 -8.387161 -2.560959 0.0 -6.641567 -2.241177 -28.773451 -41.141342 -45.675391 -34.571568 -8.612347 -18.210951 -17.007699 -22.646369 -19.008476 -11.184071 -15.561256 -29.072336 -31.517822 -16.679353 -3.816256 -2.317971 -15.479985 -27.31381 -30.247469
-3.581147 -8.611762 -7.096551 -6.641567 0.0 -1.45826 -44.952099 -53.68626 -66.515127 -62.544116 -24.440728 -29.052401 -18.49065 -47.0602 -34.199944 -34.300799 -42.021089 -63.479757 -66.776622 -44.126533 -20.512708 -13.813973 -40.627401 -58.474532 -37.880137
-3.093119 -4.909308 -2.363255 -2.241177 -1.45826 0.0 -32.23945 -41.535568 -50.819751 -45.329528 -14.087179 -19.383622 -13.102966 -32.14656 -22.740527 -21.831993 -29.598477 -47.020234 -49.076312 -30.043476 -11.593354 -6.296997 -26.7527 -41.49482 -28.560379
-27.966812 -15.437656 -17.266024 -28.773451 -44.952099 -32.23945 0.0 -2.125746 -2.109742 -5.97237 -7.3132 -1.78786 -9.198599 -5.632986 -1.042438 -18.22675 -38.981453 -40.222601 -31.372248 -24.264601 -24.331212 -15.560517 -14.76414 -16.689443 -2.962151
-32.147129 -19.376032 -25.108532 -41.141342 -53.68626 -41.535568 -2.125746 0.0 -2.609383 -13.515016 -16.243467 -4.612761 -9.943664 -14.491182 -5.457896 -32.591691 -59.020663 -60.77221 -49.446477 -40.739814 -39.186288 -26.203137 -28.087561 -30.24066 -1.57197
-44.921228 -28.647165 -31.389606 -45.675391 -66.515127 -50.819751 -2.109742 -2.609383 0.0 -5.894586 -15.691517 -7.69349 -18.815898 -8.842688 -5.778393 -27.112121 -50.93289 -47.903426 -36.342237 -32.454805 -37.47025 -28.0397 -21.514567 -20.067578 -7.021454
-47.966679 -31.421484 -27.589805 -34.571568 -62.544116 -45.329528 -5.97237 -13.515016 -5.894586 0.0 -8.956238 -11.047037 -26.444079 -1.280999 -6.169923 -11.084656 -25.67025 -20.973678 -13.18866 -12.655092 -21.37889 -19.101694 -6.892998 -4.432211 -17.314614
-17.665296 -9.245237 -5.415231 -8.612347 -24.440728 -14.087179 -7.3132 -16.243467 -15.691517 -8.956238 0.0 -4.386442 -10.533034 -3.674016 -2.907193 -3.816843 -14.577043 -19.552104 -16.461227 -8.008087 -4.993266 -1.995193 -3.790816 -8.876781 -12.545585
-15.627824 -6.720715 -8.475109 -18.210951 -29.052401 -19.383622 -1.78786 -4.612761 -7.69349 -11.047037 -4.386442 0.0 -3.332123 -7.760444 -0.73691 -15.947689 -34.890679 -40.427995 -33.71491 -23.11197 -17.983401 -8.972383 -14.359605 -19.64046 -2.097112
-6.430069 -1.980466 -6.370385 -17.007699 -18.49065 -13.102966 -9.198599 -9.943664 -18.815898 -26.444079 -10.533034 -3.332123 0.0 -20.312731 -7.074737 -26.721898 -47.318475 -58.700483 -52.986532 -36.800682 -23.903055 -11.639438 -26.799978 -36.526397 -3.660563
-36.110683 -22.467109 -17.875617 -22.646369 -47.0602 -32.14656 -5.632986 -14.491182 -8.842688 -1.280999 -3.674016 -7.760444 -20.312731 0.0 -3.767268 -5.337105 -17.473606 -16.075434 -10.421672 -7.417262 -12.332634 -10.622634 -2.811758 -2.957907 -15.513523
-21.062133 -10.440407 -10.447948 -19.008476 -34.199944 -22.740527 -1.042438 -5.457896 -5.778393 -6.169923 -2.907193 -0.73691 -7.074737 -3.767268 0.0 -11.658496 -28.921368 -32.060563 -25.401702 -17.290796 -15.520501 -8.555613 -9.601781 -13.087645 -4.295235
-32.094139 -22.387803 -13.314141 -11.184071 -34.300799 -21.831993 -18.22675 -32.59169 -27.112121 -11.084656 -3.816843 -15.947689 -26.721898 -5.337105 -11.658496 0.0 -3.898116 -6.269825 -5.572588 -0.837402 -2.326214 -5.128503 -0.546712 -3.830229 -29.392674
